월(Monthly),구분,시군구,미분양현황
2018-06,충남,태안군,341
2018-06,세종,계,0
2018-06,세종,세종시,0
2018-06,전북,계,2,174
2018-06,전북,전주시,633
2018-06,전북,군산시,614
2018-06,전북,익산시,310
2018-06,전북,정읍시,53
2018-06,전북,남원시,
2018-06,전북,김제시,139
2018-06,전북,완주군,353
2018-06,전북,진안군,
2018-06,전북,무주군,
2018-06,전북,장수군,
2018-06,전북,임실군,27
2018-06,전북,순창군,45
2018-06,전북,고창군,
2018-06,전북,부안군,
2018-06,전남,계,1,212
2018-06,전남,목포시,338
2018-06,전남,여수시,
2018-06,전남,순천시,65
2018-06,전남,나주시,62
2018-06,전남,광양시,110
2018-06,전남,담양군,
2018-06,전남,곡성군,
2018-06,전남,구례군,
2018-06,전남,고흥군,25
2018-06,전남,보성군,
2018-06,전남,화순군,51
2018-06,전남,장흥군,58
2018-06,전남,강진군,154
2018-06,전남,해남군,48
2018-06,전남,영암군,20
2018-06,전남,무안군,280
2018-06,전남,함평군,
2018-06,전남,영광군,
2018-06,전남,장성군,
2018-06,전남,완도군,1
2018-06,전남,진도군,
2018-06,전남,신안군,
2018-06,경북,계,8,419
2018-06,경북,포항시,1,963
2018-06,경북,경주시,2,156
2018-06,경북,김천시,1,365
2018-06,경북,안동시,533
2018-06,경북,구미시,1,104
2018-06,경북,영주시,
2018-06,경북,영천시,227
2018-06,경북,상주시,55
2018-06,경북,문경시,
2018-06,경북,경산시,23
2018-06,경북,군위군,
2018-06,경북,의성군,
2018-06,경북,청송군,
2018-06,경북,영양군,
2018-06,경북,영덕군,
2018-06,경북,청도군,183
2018-06,경북,고령군,
2018-06,경북,성주군,111
2018-06,경북,칠곡군,219
2018-06,경북,예천군,480
2018-06,경북,봉화군,
2018-06,경북,울진군,
2018-06,경북,울릉군,
2018-06,경남,계,14,896
2018-06,경남,창원시,6,874
2018-06,경남,진주시,446
2018-06,경남,통영시,1,419
2018-06,경남,사천시,1,152
2018-06,경남,김해시,1,347
2018-06,경남,밀양시,397
2018-06,경남,거제시,1,734
2018-06,경남,양산시,1,285
2018-06,경남,의령군,126
2018-06,경남,함안군,
2018-06,경남,창녕군,54
2018-06,경남,고성군,
2018-06,경남,남해군,
2018-06,경남,하동군,17
2018-06,경남,산청군,34
2018-06,경남,함양군,5
2018-06,경남,거창군,6
2018-06,경남,합천군,
2018-06,제주,계,1,299
2018-06,제주,제주시,950
2018-06,제주,서귀포시,349
2018-07,서울,계,42
2018-07,서울,종로구,1
2018-07,서울,중구,0
2018-07,서울,용산구,0
2018-07,서울,성동구,0
2018-07,서울,광진구,0
2018-07,서울,동대문구,0
2018-07,서울,중랑구,0
2018-07,서울,성북구,0
2018-07,서울,강북구,0
2018-07,서울,도봉구,2
2018-07,서울,노원구,0
2018-07,서울,은평구,0
2018-07,서울,서대문구,0
2018-07,서울,마포구,0
2018-07,서울,양천구,3
2018-07,서울,강서구,0
2018-07,서울,구로구,12
2018-07,서울,금천구,0
2018-07,서울,영등포구,0
2018-07,서울,동작구,0
2018-07,서울,관악구,0
2018-07,서울,서초구,16
2018-07,서울,강남구,0
2018-07,서울,송파구,8
2018-07,서울,강동구,0
2018-07,부산,계,3,266
2018-07,부산,중구,0
2018-07,부산,서구,276
2018-07,부산,동구,91
2018-07,부산,영도구,0
2018-07,부산,부산진구,429
2018-07,부산,동래구,21
2018-07,부산,남구,14
2018-07,부산,북구,197
2018-07,부산,해운대구,101
2018-07,부산,사하구,281
2018-07,부산,금정구,142
2018-07,부산,강서구,141
2018-07,부산,연제구,3
2018-07,부산,수영구,38
2018-07,부산,사상구,66
2018-07,부산,기장군,1,466
2018-07,대구,계,1,345
2018-07,대구,중구,0
2018-07,대구,동구,426
2018-07,대구,서구,4
2018-07,대구,남구,0
2018-07,대구,북구,0
2018-07,대구,수성구,26
2018-07,대구,달서구,7
2018-07,대구,달성군,882
2018-07,인천,계,1,260
2018-07,인천,중구,633
2018-07,인천,남동구,114
2018-07,인천,서구,44
2018-07,인천,연수구,0
2018-07,인천,미추홀구,239
2018-07,인천,동구,150
2018-07,인천,부평구,44
2018-07,인천,계양구,36
2018-07,인천,강화군,0
2018-07,인천,옹진군,0
2018-07,광주,계,266
2018-07,광주,동구,60
2018-07,광주,서구,12
2018-07,광주,남구,8
2018-07,광주,북구,141
2018-07,광주,광산구,45
2018-07,대전,계,973
2018-07,대전,동구,212
2018-07,대전,중구,322
2018-07,대전,서구,257
2018-07,대전,유성구,178
2018-07,대전,대덕구,4
2018-07,울산,계,1,006
2018-07,울산,중구,104
2018-07,울산,남구,458
2018-07,울산,동구,84
2018-07,울산,북구,163
2018-07,울산,울주군,197
2018-07,경기,계,7,530
2018-07,경기,수원시,5
2018-07,경기,성남시,0
2018-07,경기,의정부시,425
2018-07,경기,안양시,43
2018-07,경기,부천시,92
2018-07,경기,광명시,0
2018-07,경기,평택시,1,026
2018-07,경기,동두천시,0
2018-07,경기,안산시,103
2018-07,경기,고양시,446
2018-07,경기,과천시,0
2018-07,경기,구리시,70
2018-07,경기,남양주시,1,145
2018-07,경기,오산시,0
2018-07,경기,시흥시,38
2018-07,경기,군포시,0
2018-07,경기,의왕시,0
2018-07,경기,하남시,18
2018-07,경기,용인시,568
2018-07,경기,파주시,16
2018-07,경기,이천시,128
2018-07,경기,안성시,1,253
2018-07,경기,김포시,945
2018-07,경기,양주시,167
2018-07,경기,여주시,0
2018-07,경기,화성시,667
2018-07,경기,광주시,137
2018-07,경기,연천군,141
2018-07,경기,포천시,0
2018-07,경기,가평군,44
2018-07,경기,양평군,53
2018-07,강원,계,4,906
2018-07,강원,춘천시,249
2018-07,강원,원주시,1,809
2018-07,강원,강릉시,504
2018-07,강원,동해시,1,145
2018-07,강원,태백시,8
2018-07,강원,속초시,176
2018-07,강원,삼척시,45
2018-07,강원,홍천군,18
2018-07,강원,횡성군,72
2018-07,강원,영월군,12
2018-07,강원,평창군,9
2018-07,강원,정선군,127
2018-07,강원,철원군,0
2018-07,강원,화천군,1
2018-07,강원,양구군,0
2018-07,강원,인제군,325
2018-07,강원,고성군,44
2018-07,강원,양양군,362
2018-07,충북,계,4,870
2018-07,충북,청주시,2,935
2018-07,충북,충주시,436
2018-07,충북,제천시,303
2018-07,충북,보은군,363
2018-07,충북,옥천군,74
2018-07,충북,영동군,24
2018-07,충북,증평군,0
2018-07,충북,진천군,238
2018-07,충북,괴산군,0
2018-07,충북,음성군,497
2018-07,충북,단양군,0
2018-07,충남,계,9,963
2018-07,충남,천안시,3,062
2018-07,충남,공주시,271
2018-07,충남,보령시,655
2018-07,충남,아산시,410
2018-07,충남,서산시,1,928
2018-07,충남,논산시,313
2018-07,충남,계룡시,176
2018-07,충남,당진시,1,719
2018-07,충남,금산군,0
2018-07,충남,부여군,326
2018-07,충남,서천군,90
2018-07,충남,청양군,0
2018-07,충남,홍성군,202
2018-07,충남,예산군,506
2018-07,충남,태안군,305
2018-07,세종,계,0
2018-07,세종,세종시,0
2018-07,전북,계,2,034
2018-07,전북,전주시,622
2018-07,전북,군산시,565
2018-07,전북,익산시,256
2018-07,전북,정읍시,48
2018-07,전북,남원시,0
2018-07,전북,김제시,135
2018-07,전북,완주군,336
2018-07,전북,진안군,0
2018-07,전북,무주군,0
2018-07,전북,장수군,0
2018-07,전북,임실군,27
2018-07,전북,순창군,45
2018-07,전북,고창군,0
2018-07,전북,부안군,0
2018-07,전남,계,1,103
2018-07,전남,목포시,306
2018-07,전남,여수시,0
2018-07,전남,순천시,55
2018-07,전남,나주시,52
2018-07,전남,광양시,110
2018-07,전남,담양군,0
2018-07,전남,곡성군,0
2018-07,전남,구례군,0
2018-07,전남,고흥군,25
2018-07,전남,보성군,0
2018-07,전남,화순군,35
2018-07,전남,장흥군,57
2018-07,전남,강진군,146
2018-07,전남,해남군,48
2018-07,전남,영암군,18
2018-07,전남,무안군,251
2018-07,전남,함평군,0
2018-07,전남,영광군,0
2018-07,전남,장성군,0
2018-07,전남,완도군,0
2018-07,전남,진도군,0
2018-07,전남,신안군,0
2018-07,경북,계,8,198
2018-07,경북,포항시,1,922
2018-07,경북,경주시,2,119
2018-07,경북,김천시,1,329
2018-07,경북,안동시,531
2018-07,경북,구미시,1,069
2018-07,경북,영주시,0
2018-07,경북,영천시,227
2018-07,경북,상주시,53
2018-07,경북,문경시,0
2018-07,경북,경산시,22
2018-07,경북,군위군,0
2018-07,경북,의성군,0
2018-07,경북,청송군,0
2018-07,경북,영양군,0
2018-07,경북,영덕군,0
2018-07,경북,청도군,183
2018-07,경북,고령군,0
2018-07,경북,성주군,67
2018-07,경북,칠곡군,198
2018-07,경북,예천군,478
2018-07,경북,봉화군,0
2018-07,경북,울진군,0
2018-07,경북,울릉군,0
2018-07,경남,계,15,095
2018-07,경남,창원시,6,860
2018-07,경남,진주시,442
2018-07,경남,통영시,1,422
2018-07,경남,사천시,1,137
2018-07,경남,김해시,1,325
2018-07,경남,밀양시,380
2018-07,경남,거제시,1,723
2018-07,경남,양산시,1,578
2018-07,경남,의령군,123
2018-07,경남,함안군,0
2018-07,경남,창녕군,53
2018-07,경남,고성군,0
2018-07,경남,남해군,0
2018-07,경남,하동군,7
2018-07,경남,산청군,34
2018-07,경남,함양군,5
2018-07,경남,거창군,6
2018-07,경남,합천군,0
2018-07,제주,계,1,275
2018-07,제주,제주시,952
2018-07,제주,서귀포시,323
2018-08,서울,계,39
2018-08,서울,종로구,1
2018-08,서울,중구,0
2018-08,서울,용산구,0
2018-08,서울,성동구,0
2018-08,서울,광진구,0
2018-08,서울,동대문구,0
2018-08,서울,중랑구,0
2018-08,서울,성북구,0
2018-08,서울,강북구,0
2018-08,서울,도봉구,0
2018-08,서울,노원구,0
2018-08,서울,은평구,0
2018-08,서울,서대문구,0
2018-08,서울,마포구,0
2018-08,서울,양천구,3
2018-08,서울,강서구,0
2018-08,서울,구로구,11
2018-08,서울,금천구,0
2018-08,서울,영등포구,0
2018-08,서울,동작구,0
2018-08,서울,관악구,0
2018-08,서울,서초구,16
2018-08,서울,강남구,0
2018-08,서울,송파구,8
2018-08,서울,강동구,0
2018-08,부산,계,3,129
2018-08,부산,중구,0
2018-08,부산,서구,247
2018-08,부산,동구,91
2018-08,부산,영도구,0
2018-08,부산,부산진구,426
2018-08,부산,동래구,21
2018-08,부산,남구,14
2018-08,부산,북구,198
2018-08,부산,해운대구,98
2018-08,부산,사하구,271
2018-08,부산,금정구,136
2018-08,부산,강서구,141
2018-08,부산,연제구,1
2018-08,부산,수영구,38
2018-08,부산,사상구,64
2018-08,부산,기장군,1,383
2018-08,대구,계,945
2018-08,대구,중구,0
2018-08,대구,동구,110
2018-08,대구,서구,2
2018-08,대구,남구,0
2018-08,대구,북구,0
2018-08,대구,수성구,99
2018-08,대구,달서구,6
2018-08,대구,달성군,728
2018-08,인천,계,1,208
2018-08,인천,중구,629
2018-08,인천,남동구,110
2018-08,인천,서구,44
2018-08,인천,연수구,0
2018-08,인천,미추홀구,239
2018-08,인천,동구,116
2018-08,인천,부평구,36
2018-08,인천,계양구,34
2018-08,인천,강화군,0
2018-08,인천,옹진군,0
2018-08,광주,계,240
2018-08,광주,동구,60
2018-08,광주,서구,5
2018-08,광주,남구,4
2018-08,광주,북구,130
2018-08,광주,광산구,41
2018-08,대전,계,978
2018-08,대전,동구,205
2018-08,대전,중구,297
2018-08,대전,서구,245
2018-08,대전,유성구,227
2018-08,대전,대덕구,4
2018-08,울산,계,1,005
2018-08,울산,중구,104
2018-08,울산,남구,457
2018-08,울산,동구,84
2018-08,울산,북구,163
2018-08,울산,울주군,197
2018-08,경기,계,7,287
2018-08,경기,수원시,5
2018-08,경기,성남시,0
2018-08,경기,의정부시,337
2018-08,경기,안양시,43
2018-08,경기,부천시,81
2018-08,경기,광명시,0
2018-08,경기,평택시,1,275
2018-08,경기,동두천시,0
2018-08,경기,안산시,101
2018-08,경기,고양시,446
2018-08,경기,과천시,0
2018-08,경기,구리시,67
2018-08,경기,남양주시,987
2018-08,경기,오산시,0
2018-08,경기,시흥시,38
2018-08,경기,군포시,0
2018-08,경기,의왕시,0
2018-08,경기,하남시,18
2018-08,경기,용인시,437
2018-08,경기,파주시,16
2018-08,경기,이천시,106
2018-08,경기,안성시,1,236
2018-08,경기,김포시,772
2018-08,경기,양주시,93
2018-08,경기,여주시,273
2018-08,경기,화성시,601
2018-08,경기,광주시,134
2018-08,경기,연천군,136
2018-08,경기,포천시,0
2018-08,경기,가평군,35
2018-08,경기,양평군,50
2018-08,강원,계,5,240
2018-08,강원,춘천시,247
2018-08,강원,원주시,1,722
2018-08,강원,강릉시,470
2018-08,강원,동해시,1,126
2018-08,강원,태백시,8
2018-08,강원,속초시,250
2018-08,강원,삼척시,43
2018-08,강원,홍천군,18
2018-08,강원,횡성군,72
2018-08,강원,영월군,12
2018-08,강원,평창군,9
2018-08,강원,정선군,123
2018-08,강원,철원군,0
2018-08,강원,화천군,1
2018-08,강원,양구군,0
2018-08,강원,인제군,323
2018-08,강원,고성군,474
2018-08,강원,양양군,342
2018-08,충북,계,4,880
2018-08,충북,청주시,3,022
2018-08,충북,충주시,435
2018-08,충북,제천시,299
2018-08,충북,보은군,357
2018-08,충북,옥천군,60
2018-08,충북,영동군,24
2018-08,충북,증평군,0
2018-08,충북,진천군,236
2018-08,충북,괴산군,0
2018-08,충북,음성군,447
2018-08,충북,단양군,0
2018-08,충남,계,9,953
2018-08,충남,천안시,2,920
2018-08,충남,공주시,263
2018-08,충남,보령시,638
2018-08,충남,아산시,371
2018-08,충남,서산시,2,021
2018-08,충남,논산시,247
2018-08,충남,계룡시,175
2018-08,충남,당진시,1,639
2018-08,충남,금산군,0
2018-08,충남,부여군,326
2018-08,충남,서천군,380
2018-08,충남,청양군,0
2018-08,충남,홍성군,202
2018-08,충남,예산군,482
2018-08,충남,태안군,289
2018-08,세종,계,0
2018-08,세종,세종시,0
2018-08,전북,계,1,810
2018-08,전북,전주시,482
2018-08,전북,군산시,549
2018-08,전북,익산시,211
2018-08,전북,정읍시,48
2018-08,전북,남원시,0
2018-08,전북,김제시,124
2018-08,전북,완주군,324
2018-08,전북,진안군,0
2018-08,전북,무주군,0
2018-08,전북,장수군,0
2018-08,전북,임실군,27
2018-08,전북,순창군,45
2018-08,전북,고창군,0
2018-08,전북,부안군,0
2018-08,전남,계,1,494
2018-08,전남,목포시,291
2018-08,전남,여수시,0
2018-08,전남,순천시,55
2018-08,전남,나주시,46
2018-08,전남,광양시,90
2018-08,전남,담양군,0
2018-08,전남,곡성군,0
2018-08,전남,구례군,0
2018-08,전남,고흥군,25
2018-08,전남,보성군,0
2018-08,전남,화순군,34
2018-08,전남,장흥군,54
2018-08,전남,강진군,121
2018-08,전남,해남군,48
2018-08,전남,영암군,517
2018-08,전남,무안군,213
2018-08,전남,함평군,0
2018-08,전남,영광군,0
2018-08,전남,장성군,0
2018-08,전남,완도군,0
2018-08,전남,진도군,0
2018-08,전남,신안군,0
2018-08,경북,계,8,033
2018-08,경북,포항시,1,845
2018-08,경북,경주시,2,107
2018-08,경북,김천시,1,317
2018-08,경북,안동시,527
2018-08,경북,구미시,1,039
2018-08,경북,영주시,0
2018-08,경북,영천시,225
2018-08,경북,상주시,51
2018-08,경북,문경시,0
2018-08,경북,경산시,22
2018-08,경북,군위군,0
2018-08,경북,의성군,0
2018-08,경북,청송군,0
2018-08,경북,영양군,0
2018-08,경북,영덕군,0
2018-08,경북,청도군,179
2018-08,경북,고령군,0
2018-08,경북,성주군,66
2018-08,경북,칠곡군,179
2018-08,경북,예천군,476
2018-08,경북,봉화군,0
2018-08,경북,울진군,0
2018-08,경북,울릉군,0
2018-08,경남,계,14,912
2018-08,경남,창원시,6,829
2018-08,경남,진주시,438
2018-08,경남,통영시,1,416
2018-08,경남,사천시,1,161
2018-08,경남,김해시,1,268
2018-08,경남,밀양시,374
2018-08,경남,거제시,1,722
2018-08,경남,양산시,1,486
2018-08,경남,의령군,119
2018-08,경남,함안군,0
2018-08,경남,창녕군,47
2018-08,경남,고성군,0
2018-08,경남,남해군,0
2018-08,경남,하동군,7
2018-08,경남,산청군,34
2018-08,경남,함양군,5
2018-08,경남,거창군,6
2018-08,경남,합천군,0
2018-08,제주,계,1,217
2018-08,제주,제주시,904
2018-08,제주,서귀포시,313
2018-09,서울,계,29
2018-09,서울,종로구,1
2018-09,서울,중구,
2018-09,서울,용산구,
2018-09,서울,성동구,
2018-09,서울,광진구,
2018-09,서울,동대문구,
2018-09,서울,중랑구,
2018-09,서울,성북구,
2018-09,서울,강북구,
2018-09,서울,도봉구,
2018-09,서울,노원구,
2018-09,서울,은평구,
2018-09,서울,서대문구,
2018-09,서울,마포구,
2018-09,서울,양천구,3
2018-09,서울,강서구,
2018-09,서울,구로구,1
2018-09,서울,금천구,
2018-09,서울,영등포구,
2018-09,서울,동작구,
2018-09,서울,관악구,
2018-09,서울,서초구,16
2018-09,서울,강남구,
2018-09,서울,송파구,8
2018-09,서울,강동구,
2018-09,부산,계,3,111
2018-09,부산,중구,
2018-09,부산,서구,225
2018-09,부산,동구,89
2018-09,부산,영도구,
2018-09,부산,부산진구,423
2018-09,부산,동래구,85
2018-09,부산,남구,14
2018-09,부산,북구,196
2018-09,부산,해운대구,92
2018-09,부산,사하구,270
2018-09,부산,금정구,134
2018-09,부산,강서구,141
2018-09,부산,연제구,1
2018-09,부산,수영구,38
2018-09,부산,사상구,64
2018-09,부산,기장군,1,339
2018-09,대구,계,745
2018-09,대구,중구,
2018-09,대구,동구,67
2018-09,대구,서구,2
2018-09,대구,남구,
2018-09,대구,북구,
2018-09,대구,수성구,89
2018-09,대구,달서구,8
2018-09,대구,달성군,579
2018-09,인천,계,1,135
2018-09,인천,중구,607
2018-09,인천,남동구,110
2018-09,인천,서구,34
2018-09,인천,연수구,
2018-09,인천,미추홀구,239
2018-09,인천,동구,75
2018-09,인천,부평구,36
2018-09,인천,계양구,34
2018-09,인천,강화군,
2018-09,인천,옹진군,
2018-09,광주,계,194
2018-09,광주,동구,37
2018-09,광주,서구,3
2018-09,광주,남구,
2018-09,광주,북구,121
2018-09,광주,광산구,33
2018-09,대전,계,948
2018-09,대전,동구,201
2018-09,대전,중구,282
2018-09,대전,서구,237
2018-09,대전,유성구,224
2018-09,대전,대덕구,4
2018-09,울산,계,1,007
2018-09,울산,중구,104
2018-09,울산,남구,458
2018-09,울산,동구,85
2018-09,울산,북구,163
2018-09,울산,울주군,197
2018-09,경기,계,6,487
2018-09,경기,수원시,5
2018-09,경기,성남시,
2018-09,경기,의정부시,216
2018-09,경기,안양시,43
2018-09,경기,부천시,74
2018-09,경기,광명시,
2018-09,경기,평택시,1,147
2018-09,경기,동두천시,
2018-09,경기,안산시,98
2018-09,경기,고양시,443
2018-09,경기,과천시,
2018-09,경기,구리시,61
2018-09,경기,남양주시,830
2018-09,경기,오산시,
2018-09,경기,시흥시,38
2018-09,경기,군포시,
2018-09,경기,의왕시,
2018-09,경기,하남시,18
2018-09,경기,용인시,416
2018-09,경기,파주시,14
2018-09,경기,이천시,94
2018-09,경기,안성시,1,216
2018-09,경기,김포시,375
2018-09,경기,양주시,40
2018-09,경기,여주시,244
2018-09,경기,화성시,580
2018-09,경기,광주시,116
2018-09,경기,연천군,127
2018-09,경기,포천시,211
2018-09,경기,가평군,33
2018-09,경기,양평군,48
2018-09,강원,계,5,112
2018-09,강원,춘천시,337
2018-09,강원,원주시,1,515
2018-09,강원,강릉시,451
2018-09,강원,동해시,1,077
2018-09,강원,태백시,138
2018-09,강원,속초시,232
2018-09,강원,삼척시,43
2018-09,강원,홍천군,18
2018-09,강원,횡성군,77
2018-09,강원,영월군,12
2018-09,강원,평창군,9
2018-09,강원,정선군,121
2018-09,강원,철원군,
2018-09,강원,화천군,1
2018-09,강원,양구군,
2018-09,강원,인제군,323
2018-09,강원,고성군,425
2018-09,강원,양양군,333
2018-09,충북,계,4,426
2018-09,충북,청주시,2,806
2018-09,충북,충주시,387
2018-09,충북,제천시,299
2018-09,충북,보은군,348
2018-09,충북,옥천군,52
2018-09,충북,영동군,24
2018-09,충북,증평군,
2018-09,충북,진천군,228
2018-09,충북,괴산군,
2018-09,충북,음성군,282
2018-09,충북,단양군,
2018-09,충남,계,9,489
2018-09,충남,천안시,2,651
2018-09,충남,공주시,256
2018-09,충남,보령시,625
2018-09,충남,아산시,362
2018-09,충남,서산시,1,993
2018-09,충남,논산시,247
2018-09,충남,계룡시,175
2018-09,충남,당진시,1,557
2018-09,충남,금산군,
2018-09,충남,부여군,326
2018-09,충남,서천군,376
2018-09,충남,청양군,
2018-09,충남,홍성군,194
2018-09,충남,예산군,467
2018-09,충남,태안군,260
2018-09,세종,계,
2018-09,세종,세종시,
2018-09,전북,계,1,681
2018-09,전북,전주시,382
2018-09,전북,군산시,527
2018-09,전북,익산시,182
2018-09,전북,정읍시,44
2018-09,전북,남원시,
2018-09,전북,김제시,162
2018-09,전북,완주군,312
2018-09,전북,진안군,
2018-09,전북,무주군,
2018-09,전북,장수군,
2018-09,전북,임실군,27
2018-09,전북,순창군,45
2018-09,전북,고창군,
2018-09,전북,부안군,
2018-09,전남,계,1,350
2018-09,전남,목포시,264
2018-09,전남,여수시,
2018-09,전남,순천시,55
2018-09,전남,나주시,31
2018-09,전남,광양시,68
2018-09,전남,담양군,
2018-09,전남,곡성군,
2018-09,전남,구례군,
2018-09,전남,고흥군,20
2018-09,전남,보성군,
2018-09,전남,화순군,35
2018-09,전남,장흥군,52
2018-09,전남,강진군,121
2018-09,전남,해남군,46
2018-09,전남,영암군,512
2018-09,전남,무안군,146
2018-09,전남,함평군,
2018-09,전남,영광군,
2018-09,전남,장성군,
2018-09,전남,완도군,
2018-09,전남,진도군,
2018-09,전남,신안군,
2018-09,경북,계,8,760
2018-09,경북,포항시,1,751
2018-09,경북,경주시,2,096
2018-09,경북,김천시,1,309
2018-09,경북,안동시,524
2018-09,경북,구미시,1,017
2018-09,경북,영주시,
2018-09,경북,영천시,972
2018-09,경북,상주시,203
2018-09,경북,문경시,
2018-09,경북,경산시,22
2018-09,경북,군위군,
2018-09,경북,의성군,
2018-09,경북,청송군,
2018-09,경북,영양군,
2018-09,경북,영덕군,
2018-09,경북,청도군,177
2018-09,경북,고령군,
2018-09,경북,성주군,60
2018-09,경북,칠곡군,156
2018-09,경북,예천군,473
2018-09,경북,봉화군,
2018-09,경북,울진군,
2018-09,경북,울릉군,
2018-09,경남,계,14,847
2018-09,경남,창원시,6,807
2018-09,경남,진주시,435
2018-09,경남,통영시,1,416
2018-09,경남,사천시,1,119
2018-09,경남,김해시,1,370
2018-09,경남,밀양시,367
2018-09,경남,거제시,1,700
2018-09,경남,양산시,1,420
2018-09,경남,의령군,114
2018-09,경남,함안군,
2018-09,경남,창녕군,47
2018-09,경남,고성군,
2018-09,경남,남해군,
2018-09,경남,하동군,7
2018-09,경남,산청군,34
2018-09,경남,함양군,5
2018-09,경남,거창군,6
2018-09,경남,합천군,
2018-09,제주,계,1,275
2018-09,제주,제주시,925
2018-09,제주,서귀포시,350
2018-10,서울,계,28
2018-10,서울,종로구,1
2018-10,서울,중구,
2018-10,서울,용산구,
2018-10,서울,성동구,
2018-10,서울,광진구,
2018-10,서울,동대문구,
2018-10,서울,중랑구,
2018-10,서울,성북구,
2018-10,서울,강북구,
2018-10,서울,도봉구,
2018-10,서울,노원구,
2018-10,서울,은평구,
2018-10,서울,서대문구,
2018-10,서울,마포구,
2018-10,서울,양천구,3
2018-10,서울,강서구,
2018-10,서울,구로구,
2018-10,서울,금천구,
2018-10,서울,영등포구,
2018-10,서울,동작구,
2018-10,서울,관악구,
2018-10,서울,서초구,16
2018-10,서울,강남구,
2018-10,서울,송파구,8
2018-10,서울,강동구,
2018-10,부산,계,3,205
2018-10,부산,중구,
2018-10,부산,서구,199
2018-10,부산,동구,89
2018-10,부산,영도구,
2018-10,부산,부산진구,364
2018-10,부산,동래구,286
2018-10,부산,남구,40
2018-10,부산,북구,209
2018-10,부산,해운대구,79
2018-10,부산,사하구,265
2018-10,부산,금정구,134
2018-10,부산,강서구,141
2018-10,부산,연제구,1
2018-10,부산,수영구,38
2018-10,부산,사상구,64
2018-10,부산,기장군,1,296
2018-10,대구,계,575
2018-10,대구,중구,
2018-10,대구,동구,47
2018-10,대구,서구,2
2018-10,대구,남구,
2018-10,대구,북구,
2018-10,대구,수성구,86
2018-10,대구,달서구,7
2018-10,대구,달성군,433
2018-10,인천,계,1,122
2018-10,인천,중구,607
2018-10,인천,남동구,99
2018-10,인천,서구,67
2018-10,인천,연수구,
2018-10,인천,미추홀구,239
2018-10,인천,동구,46
2018-10,인천,부평구,30
2018-10,인천,계양구,34
2018-10,인천,강화군,
2018-10,인천,옹진군,
2018-10,광주,계,194
2018-10,광주,동구,37
2018-10,광주,서구,3
2018-10,광주,남구,
2018-10,광주,북구,121
2018-10,광주,광산구,33
2018-10,대전,계,990
2018-10,대전,동구,169
2018-10,대전,중구,266
2018-10,대전,서구,215
2018-10,대전,유성구,340
2018-10,대전,대덕구,
2018-10,울산,계,1,010
2018-10,울산,중구,104
2018-10,울산,남구,461
2018-10,울산,동구,85
2018-10,울산,북구,163
2018-10,울산,울주군,197
2018-10,경기,계,5,529
2018-10,경기,수원시,5
2018-10,경기,성남시,
2018-10,경기,의정부시,152
2018-10,경기,안양시,43
2018-10,경기,부천시,49
2018-10,경기,광명시,
2018-10,경기,평택시,911
2018-10,경기,동두천시,
2018-10,경기,안산시,81
2018-10,경기,고양시,443
2018-10,경기,과천시,
2018-10,경기,구리시,61
2018-10,경기,남양주시,699
2018-10,경기,오산시,
2018-10,경기,시흥시,38
2018-10,경기,군포시,
2018-10,경기,의왕시,
2018-10,경기,하남시,18
2018-10,경기,용인시,381
2018-10,경기,파주시,14
2018-10,경기,이천시,151
2018-10,경기,안성시,1,196
2018-10,경기,김포시,91
2018-10,경기,양주시,11
2018-10,경기,여주시,216
2018-10,경기,화성시,513
2018-10,경기,광주시,113
2018-10,경기,연천군,83
2018-10,경기,포천시,193
2018-10,경기,가평군,25
2018-10,경기,양평군,42
2018-10,강원,계,5,350
2018-10,강원,춘천시,306
2018-10,강원,원주시,1,407
2018-10,강원,강릉시,430
2018-10,강원,동해시,1,056
2018-10,강원,태백시,138
2018-10,강원,속초시,392
2018-10,강원,삼척시,36
2018-10,강원,홍천군,18
2018-10,강원,횡성군,75
2018-10,강원,영월군,12
2018-10,강원,평창군,9
2018-10,강원,정선군,120
2018-10,강원,철원군,
2018-10,강원,화천군,1
2018-10,강원,양구군,
2018-10,강원,인제군,317
2018-10,강원,고성군,705
2018-10,강원,양양군,328
2018-10,충북,계,4,944
2018-10,충북,청주시,2,548
2018-10,충북,충주시,358
2018-10,충북,제천시,281
2018-10,충북,보은군,345
2018-10,충북,옥천군,44
2018-10,충북,영동군,24
2018-10,충북,증평군,
2018-10,충북,진천군,268
2018-10,충북,괴산군,
2018-10,충북,음성군,1,076
2018-10,충북,단양군,
2018-10,충남,계,9,141
2018-10,충남,천안시,2,523
2018-10,충남,공주시,220
2018-10,충남,보령시,598
2018-10,충남,아산시,316
2018-10,충남,서산시,1,982
2018-10,충남,논산시,247
2018-10,충남,계룡시,172
2018-10,충남,당진시,1,513
2018-10,충남,금산군,
2018-10,충남,부여군,326
2018-10,충남,서천군,368
2018-10,충남,청양군,
2018-10,충남,홍성군,194
2018-10,충남,예산군,435
2018-10,충남,태안군,247
2018-10,세종,계,
2018-10,세종,세종시,
2018-10,전북,계,1,834
2018-10,전북,전주시,287
2018-10,전북,군산시,602
2018-10,전북,익산시,168
2018-10,전북,정읍시,42
2018-10,전북,남원시,
2018-10,전북,김제시,128
2018-10,전북,완주군,534
2018-10,전북,진안군,
2018-10,전북,무주군,
2018-10,전북,장수군,
