월(Monthly),구분,시군구,미분양현황
2020-07,강원,계,3,015
2020-07,강원,춘천시,199
2020-07,강원,원주시,6
2020-07,강원,강릉시,293
2020-07,강원,동해시,314
2020-07,강원,태백시,0
2020-07,강원,속초시,452
2020-07,강원,삼척시,207
2020-07,강원,홍천군,7
2020-07,강원,횡성군,175
2020-07,강원,영월군,214
2020-07,강원,평창군,248
2020-07,강원,정선군,103
2020-07,강원,철원군,0
2020-07,강원,화천군,0
2020-07,강원,양구군,0
2020-07,강원,인제군,125
2020-07,강원,고성군,461
2020-07,강원,양양군,211
2020-07,충북,계,352
2020-07,충북,청주시,28
2020-07,충북,충주시,0
2020-07,충북,제천시,18
2020-07,충북,보은군,0
2020-07,충북,옥천군,36
2020-07,충북,영동군,43
2020-07,충북,증평군,0
2020-07,충북,진천군,90
2020-07,충북,괴산군,0
2020-07,충북,음성군,137
2020-07,충북,단양군,0
2020-07,충남,계,3,266
2020-07,충남,천안시,230
2020-07,충남,공주시,191
2020-07,충남,보령시,79
2020-07,충남,아산시,242
2020-07,충남,서산시,608
2020-07,충남,논산시,78
2020-07,충남,계룡시,118
2020-07,충남,당진시,942
2020-07,충남,금산군,0
2020-07,충남,부여군,349
2020-07,충남,서천군,136
2020-07,충남,청양군,0
2020-07,충남,홍성군,0
2020-07,충남,예산군,171
2020-07,충남,태안군,122
2020-07,세종,계,0
2020-07,세종,세종시,0
2020-07,전북,계,534
2020-07,전북,전주시,87
2020-07,전북,군산시,104
2020-07,전북,익산시,74
2020-07,전북,정읍시,1
2020-07,전북,남원시,5
2020-07,전북,김제시,31
2020-07,전북,완주군,102
2020-07,전북,진안군,0
2020-07,전북,무주군,0
2020-07,전북,장수군,0
2020-07,전북,임실군,42
2020-07,전북,순창군,2
2020-07,전북,고창군,0
2020-07,전북,부안군,86
2020-07,전남,계,1,244
2020-07,전남,목포시,390
2020-07,전남,여수시,14
2020-07,전남,순천시,7
2020-07,전남,나주시,0
2020-07,전남,광양시,23
2020-07,전남,담양군,0
2020-07,전남,곡성군,0
2020-07,전남,구례군,9
2020-07,전남,고흥군,18
2020-07,전남,보성군,0
2020-07,전남,화순군,0
2020-07,전남,장흥군,0
2020-07,전남,강진군,52
2020-07,전남,해남군,14
2020-07,전남,영암군,643
2020-07,전남,무안군,74
2020-07,전남,함평군,0
2020-07,전남,영광군,0
2020-07,전남,장성군,0
2020-07,전남,완도군,
2020-07,전남,진도군,0
2020-07,전남,신안군,0
2020-07,경북,계,3,276
2020-07,경북,포항시,88
2020-07,경북,경주시,891
2020-07,경북,김천시,1,098
2020-07,경북,안동시,112
2020-07,경북,구미시,356
2020-07,경북,영주시,0
2020-07,경북,영천시,277
2020-07,경북,상주시,163
2020-07,경북,문경시,0
2020-07,경북,경산시,28
2020-07,경북,군위군,0
2020-07,경북,의성군,0
2020-07,경북,청송군,0
2020-07,경북,영양군,0
2020-07,경북,영덕군,0
2020-07,경북,청도군,46
2020-07,경북,고령군,0
2020-07,경북,성주군,0
2020-07,경북,칠곡군,7
2020-07,경북,예천군,210
2020-07,경북,봉화군,0
2020-07,경북,울진군,0
2020-07,경북,울릉군,0
2020-07,경남,계,8,840
2020-07,경남,창원시,4,857
2020-07,경남,진주시,241
2020-07,경남,통영시,133
2020-07,경남,사천시,438
2020-07,경남,김해시,351
2020-07,경남,밀양시,340
2020-07,경남,거제시,1,149
2020-07,경남,양산시,1,295
2020-07,경남,의령군,1
2020-07,경남,함안군,0
2020-07,경남,창녕군,9
2020-07,경남,고성군,0
2020-07,경남,남해군,0
2020-07,경남,하동군,7
2020-07,경남,산청군,11
2020-07,경남,함양군,4
2020-07,경남,거창군,4
2020-07,경남,합천군,0
2020-07,제주,계,1,282
2020-07,제주,제주시,382
2020-07,제주,서귀포시,900
2020-08,서울,계,56
2020-08,서울,종로구,
2020-08,서울,중구,
2020-08,서울,용산구,
2020-08,서울,성동구,0
2020-08,서울,광진구,2
2020-08,서울,동대문구,
2020-08,서울,중랑구,
2020-08,서울,성북구,
2020-08,서울,강북구,
2020-08,서울,도봉구,4
2020-08,서울,노원구,
2020-08,서울,은평구,
2020-08,서울,서대문구,
2020-08,서울,마포구,
2020-08,서울,양천구,0
2020-08,서울,강서구,
2020-08,서울,구로구,
2020-08,서울,금천구,
2020-08,서울,영등포구,
2020-08,서울,동작구,
2020-08,서울,관악구,0
2020-08,서울,서초구,0
2020-08,서울,강남구,
2020-08,서울,송파구,0
2020-08,서울,강동구,50
2020-08,부산,계,1,454
2020-08,부산,중구,0
2020-08,부산,서구,31
2020-08,부산,동구,105
2020-08,부산,영도구,139
2020-08,부산,부산진구,167
2020-08,부산,동래구,50
2020-08,부산,남구,59
2020-08,부산,북구,37
2020-08,부산,해운대구,121
2020-08,부산,사하구,159
2020-08,부산,금정구,135
2020-08,부산,강서구,157
2020-08,부산,연제구,7
2020-08,부산,수영구,30
2020-08,부산,사상구,160
2020-08,부산,기장군,97
2020-08,대구,계,1,624
2020-08,대구,중구,3
2020-08,대구,동구,685
2020-08,대구,서구,0
2020-08,대구,남구,0
2020-08,대구,북구,231
2020-08,대구,수성구,204
2020-08,대구,달서구,11
2020-08,대구,달성군,490
2020-08,인천,계,525
2020-08,인천,중구,76
2020-08,인천,남동구,19
2020-08,인천,서구,28
2020-08,인천,연수구,0
2020-08,인천,미추홀구,394
2020-08,인천,동구,0
2020-08,인천,부평구,8
2020-08,인천,계양구,0
2020-08,인천,강화군,0
2020-08,인천,옹진군,0
2020-08,광주,계,31
2020-08,광주,동구,0
2020-08,광주,서구,0
2020-08,광주,남구,0
2020-08,광주,북구,31
2020-08,광주,광산구,0
2020-08,대전,계,783
2020-08,대전,동구,37
2020-08,대전,중구,312
2020-08,대전,서구,239
2020-08,대전,유성구,195
2020-08,대전,대덕구,0
2020-08,울산,계,502
2020-08,울산,중구,25
2020-08,울산,남구,47
2020-08,울산,동구,95
2020-08,울산,북구,95
2020-08,울산,울주군,240
2020-08,경기,계,2,585
2020-08,경기,수원시,0
2020-08,경기,성남시,0
2020-08,경기,의정부시,100
2020-08,경기,안양시,43
2020-08,경기,부천시,113
2020-08,경기,광명시,0
2020-08,경기,평택시,442
2020-08,경기,동두천시,0
2020-08,경기,안산시,0
2020-08,경기,고양시,413
2020-08,경기,과천시,0
2020-08,경기,구리시,10
2020-08,경기,남양주시,95
2020-08,경기,오산시,4
2020-08,경기,시흥시,78
2020-08,경기,군포시,0
2020-08,경기,의왕시,0
2020-08,경기,하남시,22
2020-08,경기,용인시,53
2020-08,경기,파주시,9
2020-08,경기,이천시,4
2020-08,경기,안성시,565
2020-08,경기,김포시,28
2020-08,경기,양주시,192
2020-08,경기,여주시,5
2020-08,경기,화성시,119
2020-08,경기,광주시,100
2020-08,경기,연천군,0
2020-08,경기,포천시,18
2020-08,경기,가평군,38
2020-08,경기,양평군,134
2020-08,강원,계,2,816
2020-08,강원,춘천시,200
2020-08,강원,원주시,6
2020-08,강원,강릉시,265
2020-08,강원,동해시,266
2020-08,강원,태백시,0
2020-08,강원,속초시,398
2020-08,강원,삼척시,202
2020-08,강원,홍천군,7
2020-08,강원,횡성군,152
2020-08,강원,영월군,202
2020-08,강원,평창군,243
2020-08,강원,정선군,103
2020-08,강원,철원군,0
2020-08,강원,화천군,0
2020-08,강원,양구군,0
2020-08,강원,인제군,116
2020-08,강원,고성군,457
2020-08,강원,양양군,199
2020-08,충북,계,337
2020-08,충북,청주시,28
2020-08,충북,충주시,0
2020-08,충북,제천시,13
2020-08,충북,보은군,0
2020-08,충북,옥천군,34
2020-08,충북,영동군,40
2020-08,충북,증평군,0
2020-08,충북,진천군,90
2020-08,충북,괴산군,0
2020-08,충북,음성군,132
2020-08,충북,단양군,0
2020-08,충남,계,3,233
2020-08,충남,천안시,226
2020-08,충남,공주시,183
2020-08,충남,보령시,48
2020-08,충남,아산시,235
2020-08,충남,서산시,474
2020-08,충남,논산시,62
2020-08,충남,계룡시,118
2020-08,충남,당진시,1,112
2020-08,충남,금산군,0
2020-08,충남,부여군,349
2020-08,충남,서천군,136
2020-08,충남,청양군,0
2020-08,충남,홍성군,0
2020-08,충남,예산군,170
2020-08,충남,태안군,120
2020-08,세종,계,0
2020-08,세종,세종시,0
2020-08,전북,계,511
2020-08,전북,전주시,77
2020-08,전북,군산시,104
2020-08,전북,익산시,65
2020-08,전북,정읍시,0
2020-08,전북,남원시,4
2020-08,전북,김제시,29
2020-08,전북,완주군,111
2020-08,전북,진안군,0
2020-08,전북,무주군,0
2020-08,전북,장수군,0
2020-08,전북,임실군,42
2020-08,전북,순창군,2
2020-08,전북,고창군,0
2020-08,전북,부안군,77
2020-08,전남,계,860
2020-08,전남,목포시,324
2020-08,전남,여수시,14
2020-08,전남,순천시,7
2020-08,전남,나주시,0
2020-08,전남,광양시,22
2020-08,전남,담양군,0
2020-08,전남,곡성군,0
2020-08,전남,구례군,5
2020-08,전남,고흥군,20
2020-08,전남,보성군,0
2020-08,전남,화순군,0
2020-08,전남,장흥군,0
2020-08,전남,강진군,68
2020-08,전남,해남군,11
2020-08,전남,영암군,315
2020-08,전남,무안군,74
2020-08,전남,함평군,0
2020-08,전남,영광군,0
2020-08,전남,장성군,0
2020-08,전남,완도군,
2020-08,전남,진도군,0
2020-08,전남,신안군,0
2020-08,경북,계,3,423
2020-08,경북,포항시,72
2020-08,경북,경주시,810
2020-08,경북,김천시,1,097
2020-08,경북,안동시,95
2020-08,경북,구미시,356
2020-08,경북,영주시,0
2020-08,경북,영천시,269
2020-08,경북,상주시,137
2020-08,경북,문경시,0
2020-08,경북,경산시,352
2020-08,경북,군위군,0
2020-08,경북,의성군,0
2020-08,경북,청송군,0
2020-08,경북,영양군,0
2020-08,경북,영덕군,0
2020-08,경북,청도군,44
2020-08,경북,고령군,0
2020-08,경북,성주군,0
2020-08,경북,칠곡군,6
2020-08,경북,예천군,185
2020-08,경북,봉화군,0
2020-08,경북,울진군,0
2020-08,경북,울릉군,0
2020-08,경남,계,8,841
2020-08,경남,창원시,4,560
2020-08,경남,진주시,241
2020-08,경남,통영시,128
2020-08,경남,사천시,430
2020-08,경남,김해시,323
2020-08,경남,밀양시,873
2020-08,경남,거제시,1,144
2020-08,경남,양산시,1,112
2020-08,경남,의령군,1
2020-08,경남,함안군,0
2020-08,경남,창녕군,7
2020-08,경남,고성군,0
2020-08,경남,남해군,0
2020-08,경남,하동군,7
2020-08,경남,산청군,11
2020-08,경남,함양군,0
2020-08,경남,거창군,4
2020-08,경남,합천군,0
2020-08,제주,계,1,250
2020-08,제주,제주시,370
2020-08,제주,서귀포시,880
2020-09,서울,계,54
2020-09,서울,종로구,
2020-09,서울,중구,
2020-09,서울,용산구,
2020-09,서울,성동구,0
2020-09,서울,광진구,2
2020-09,서울,동대문구,
2020-09,서울,중랑구,
2020-09,서울,성북구,
2020-09,서울,강북구,
2020-09,서울,도봉구,2
2020-09,서울,노원구,
2020-09,서울,은평구,
2020-09,서울,서대문구,
2020-09,서울,마포구,
2020-09,서울,양천구,0
2020-09,서울,강서구,
2020-09,서울,구로구,
2020-09,서울,금천구,
2020-09,서울,영등포구,
2020-09,서울,동작구,
2020-09,서울,관악구,0
2020-09,서울,서초구,0
2020-09,서울,강남구,
2020-09,서울,송파구,0
2020-09,서울,강동구,50
2020-09,부산,계,1,397
2020-09,부산,중구,0
2020-09,부산,서구,30
2020-09,부산,동구,98
2020-09,부산,영도구,130
2020-09,부산,부산진구,156
2020-09,부산,동래구,39
2020-09,부산,남구,53
2020-09,부산,북구,37
2020-09,부산,해운대구,118
2020-09,부산,사하구,188
2020-09,부산,금정구,131
2020-09,부산,강서구,150
2020-09,부산,연제구,7
2020-09,부산,수영구,26
2020-09,부산,사상구,155
2020-09,부산,기장군,79
2020-09,대구,계,1,216
2020-09,대구,중구,3
2020-09,대구,동구,413
2020-09,대구,서구,0
2020-09,대구,남구,0
2020-09,대구,북구,231
2020-09,대구,수성구,132
2020-09,대구,달서구,10
2020-09,대구,달성군,427
2020-09,인천,계,414
2020-09,인천,중구,76
2020-09,인천,남동구,14
2020-09,인천,서구,26
2020-09,인천,연수구,0
2020-09,인천,미추홀구,290
2020-09,인천,동구,0
2020-09,인천,부평구,8
2020-09,인천,계양구,0
2020-09,인천,강화군,0
2020-09,인천,옹진군,0
2020-09,광주,계,259
2020-09,광주,동구,228
2020-09,광주,서구,0
2020-09,광주,남구,0
2020-09,광주,북구,31
2020-09,광주,광산구,0
2020-09,대전,계,773
2020-09,대전,동구,37
2020-09,대전,중구,307
2020-09,대전,서구,234
2020-09,대전,유성구,195
2020-09,대전,대덕구,0
2020-09,울산,계,494
2020-09,울산,중구,25
2020-09,울산,남구,47
2020-09,울산,동구,95
2020-09,울산,북구,87
2020-09,울산,울주군,240
2020-09,경기,계,3,338
2020-09,경기,수원시,0
2020-09,경기,성남시,0
2020-09,경기,의정부시,70
2020-09,경기,안양시,43
2020-09,경기,부천시,102
2020-09,경기,광명시,0
2020-09,경기,평택시,395
2020-09,경기,동두천시,0
2020-09,경기,안산시,0
2020-09,경기,고양시,357
2020-09,경기,과천시,0
2020-09,경기,구리시,9
2020-09,경기,남양주시,92
2020-09,경기,오산시,4
2020-09,경기,시흥시,78
2020-09,경기,군포시,0
2020-09,경기,의왕시,0
2020-09,경기,하남시,22
2020-09,경기,용인시,53
2020-09,경기,파주시,9
2020-09,경기,이천시,4
2020-09,경기,안성시,497
2020-09,경기,김포시,188
2020-09,경기,양주시,1,057
2020-09,경기,여주시,5
2020-09,경기,화성시,114
2020-09,경기,광주시,100
2020-09,경기,연천군,0
2020-09,경기,포천시,17
2020-09,경기,가평군,33
2020-09,경기,양평군,89
2020-09,강원,계,3,060
2020-09,강원,춘천시,200
2020-09,강원,원주시,28
2020-09,강원,강릉시,482
2020-09,강원,동해시,226
2020-09,강원,태백시,0
2020-09,강원,속초시,553
2020-09,강원,삼척시,198
2020-09,강원,홍천군,7
2020-09,강원,횡성군,138
2020-09,강원,영월군,194
2020-09,강원,평창군,241
2020-09,강원,정선군,109
2020-09,강원,철원군,0
2020-09,강원,화천군,0
2020-09,강원,양구군,0
2020-09,강원,인제군,104
2020-09,강원,고성군,399
2020-09,강원,양양군,181
2020-09,충북,계,319
2020-09,충북,청주시,28
2020-09,충북,충주시,0
2020-09,충북,제천시,8
2020-09,충북,보은군,0
2020-09,충북,옥천군,26
2020-09,충북,영동군,40
2020-09,충북,증평군,0
2020-09,충북,진천군,90
2020-09,충북,괴산군,0
2020-09,충북,음성군,127
2020-09,충북,단양군,0
2020-09,충남,계,3,030
2020-09,충남,천안시,208
2020-09,충남,공주시,157
2020-09,충남,보령시,18
2020-09,충남,아산시,229
2020-09,충남,서산시,433
2020-09,충남,논산시,43
2020-09,충남,계룡시,111
2020-09,충남,당진시,1,062
2020-09,충남,금산군,0
2020-09,충남,부여군,349
2020-09,충남,서천군,136
2020-09,충남,청양군,0
2020-09,충남,홍성군,0
2020-09,충남,예산군,169
2020-09,충남,태안군,115
2020-09,세종,계,0
2020-09,세종,세종시,0
2020-09,전북,계,488
2020-09,전북,전주시,68
2020-09,전북,군산시,104
2020-09,전북,익산시,60
2020-09,전북,정읍시,0
2020-09,전북,남원시,2
2020-09,전북,김제시,25
2020-09,전북,완주군,114
2020-09,전북,진안군,0
2020-09,전북,무주군,0
2020-09,전북,장수군,0
2020-09,전북,임실군,42
2020-09,전북,순창군,1
2020-09,전북,고창군,0
2020-09,전북,부안군,72
2020-09,전남,계,758
2020-09,전남,목포시,313
2020-09,전남,여수시,14
2020-09,전남,순천시,7
2020-09,전남,나주시,0
2020-09,전남,광양시,21
2020-09,전남,담양군,0
2020-09,전남,곡성군,0
2020-09,전남,구례군,4
2020-09,전남,고흥군,20
2020-09,전남,보성군,0
2020-09,전남,화순군,0
2020-09,전남,장흥군,0
2020-09,전남,강진군,68
2020-09,전남,해남군,10
2020-09,전남,영암군,248
2020-09,전남,무안군,53
2020-09,전남,함평군,0
2020-09,전남,영광군,0
2020-09,전남,장성군,0
2020-09,전남,완도군,0
2020-09,전남,진도군,0
2020-09,전남,신안군,0
2020-09,경북,계,3,325
2020-09,경북,포항시,59
2020-09,경북,경주시,751
2020-09,경북,김천시,1,097
2020-09,경북,안동시,76
2020-09,경북,구미시,337
2020-09,경북,영주시,0
2020-09,경북,영천시,269
2020-09,경북,상주시,120
2020-09,경북,문경시,0
2020-09,경북,경산시,402
2020-09,경북,군위군,0
2020-09,경북,의성군,0
2020-09,경북,청송군,0
2020-09,경북,영양군,0
2020-09,경북,영덕군,0
2020-09,경북,청도군,43
2020-09,경북,고령군,0
2020-09,경북,성주군,0
2020-09,경북,칠곡군,4
2020-09,경북,예천군,167
2020-09,경북,봉화군,0
2020-09,경북,울진군,0
2020-09,경북,울릉군,0
2020-09,경남,계,8,163
2020-09,경남,창원시,4,171
2020-09,경남,진주시,239
2020-09,경남,통영시,123
2020-09,경남,사천시,427
2020-09,경남,김해시,495
2020-09,경남,밀양시,678
2020-09,경남,거제시,1,142
2020-09,경남,양산시,855
2020-09,경남,의령군,1
2020-09,경남,함안군,0
2020-09,경남,창녕군,7
2020-09,경남,고성군,0
2020-09,경남,남해군,0
2020-09,경남,하동군,7
2020-09,경남,산청군,10
2020-09,경남,함양군,4
2020-09,경남,거창군,4
2020-09,경남,합천군,0
2020-09,제주,계,1,221
2020-09,제주,제주시,363
2020-09,제주,서귀포시,858
2020-10,서울,계,52
2020-10,서울,종로구,
2020-10,서울,중구,
2020-10,서울,용산구,
2020-10,서울,성동구,0
2020-10,서울,광진구,2
2020-10,서울,동대문구,
2020-10,서울,중랑구,
2020-10,서울,성북구,
2020-10,서울,강북구,
2020-10,서울,도봉구,0
2020-10,서울,노원구,
2020-10,서울,은평구,
2020-10,서울,서대문구,
2020-10,서울,마포구,
2020-10,서울,양천구,0
2020-10,서울,강서구,
2020-10,서울,구로구,
2020-10,서울,금천구,
2020-10,서울,영등포구,
2020-10,서울,동작구,
2020-10,서울,관악구,0
2020-10,서울,서초구,0
2020-10,서울,강남구,
2020-10,서울,송파구,0
2020-10,서울,강동구,50
2020-10,부산,계,1,262
2020-10,부산,중구,0
2020-10,부산,서구,29
2020-10,부산,동구,87
2020-10,부산,영도구,112
2020-10,부산,부산진구,128
2020-10,부산,동래구,34
2020-10,부산,남구,53
2020-10,부산,북구,36
2020-10,부산,해운대구,107
2020-10,부산,사하구,187
2020-10,부산,금정구,129
2020-10,부산,강서구,144
2020-10,부산,연제구,1
2020-10,부산,수영구,16
2020-10,부산,사상구,153
2020-10,부산,기장군,46
2020-10,대구,계,1,143
2020-10,대구,중구,21
2020-10,대구,동구,348
2020-10,대구,서구,0
2020-10,대구,남구,0
2020-10,대구,북구,170
2020-10,대구,수성구,72
2020-10,대구,달서구,10
2020-10,대구,달성군,522
2020-10,인천,계,822
2020-10,인천,중구,358
2020-10,인천,남동구,13
2020-10,인천,서구,179
2020-10,인천,연수구,0
2020-10,인천,미추홀구,264
2020-10,인천,동구,0
2020-10,인천,부평구,8
2020-10,인천,계양구,0
2020-10,인천,강화군,0
2020-10,인천,옹진군,0
2020-10,광주,계,245
2020-10,광주,동구,214
2020-10,광주,서구,0
2020-10,광주,남구,0
2020-10,광주,북구,31
2020-10,광주,광산구,0
2020-10,대전,계,832
2020-10,대전,동구,37
2020-10,대전,중구,302
2020-10,대전,서구,301
2020-10,대전,유성구,192
2020-10,대전,대덕구,0
2020-10,울산,계,474
2020-10,울산,중구,18
2020-10,울산,남구,47
2020-10,울산,동구,95
2020-10,울산,북구,74
2020-10,울산,울주군,240
2020-10,경기,계,2,733
2020-10,경기,수원시,0
2020-10,경기,성남시,0
2020-10,경기,의정부시,47
2020-10,경기,안양시,3
2020-10,경기,부천시,102
2020-10,경기,광명시,0
2020-10,경기,평택시,367
2020-10,경기,동두천시,0
2020-10,경기,안산시,0
2020-10,경기,고양시,293
2020-10,경기,과천시,0
2020-10,경기,구리시,8
2020-10,경기,남양주시,92
2020-10,경기,오산시,4
2020-10,경기,시흥시,78
2020-10,경기,군포시,0
2020-10,경기,의왕시,0
2020-10,경기,하남시,22
2020-10,경기,용인시,53
2020-10,경기,파주시,8
2020-10,경기,이천시,4
2020-10,경기,안성시,428
2020-10,경기,김포시,88
2020-10,경기,양주시,706
2020-10,경기,여주시,1
2020-10,경기,화성시,113
2020-10,경기,광주시,20
2020-10,경기,연천군,0
2020-10,경기,포천시,17
2020-10,경기,가평군,122
2020-10,경기,양평군,157
2020-10,강원,계,2,884
2020-10,강원,춘천시,200
2020-10,강원,원주시,6
2020-10,강원,강릉시,540
2020-10,강원,동해시,172
2020-10,강원,태백시,0
2020-10,강원,속초시,495
2020-10,강원,삼척시,189
2020-10,강원,홍천군,7
2020-10,강원,횡성군,120
2020-10,강원,영월군,183
2020-10,강원,평창군,241
2020-10,강원,정선군,109
2020-10,강원,철원군,0
2020-10,강원,화천군,0
2020-10,강원,양구군,0
2020-10,강원,인제군,95
2020-10,강원,고성군,361
2020-10,강원,양양군,166
2020-10,충북,계,307
2020-10,충북,청주시,28
2020-10,충북,충주시,0
2020-10,충북,제천시,8
2020-10,충북,보은군,0
2020-10,충북,옥천군,23
2020-10,충북,영동군,40
2020-10,충북,증평군,0
2020-10,충북,진천군,90
2020-10,충북,괴산군,0
2020-10,충북,음성군,118
2020-10,충북,단양군,0
2020-10,충남,계,3,235
2020-10,충남,천안시,192
2020-10,충남,공주시,146
2020-10,충남,보령시,0
2020-10,충남,아산시,223
2020-10,충남,서산시,369
2020-10,충남,논산시,43
2020-10,충남,계룡시,107
2020-10,충남,당진시,1,033
2020-10,충남,금산군,0
2020-10,충남,부여군,333
2020-10,충남,서천군,136
2020-10,충남,청양군,0
2020-10,충남,홍성군,0
2020-10,충남,예산군,468
2020-10,충남,태안군,185
2020-10,세종,계,0
2020-10,세종,세종시,0
2020-10,전북,계,444
2020-10,전북,전주시,52
2020-10,전북,군산시,104
2020-10,전북,익산시,45
2020-10,전북,정읍시,0
2020-10,전북,남원시,1
2020-10,전북,김제시,20
2020-10,전북,완주군,116
2020-10,전북,진안군,0
2020-10,전북,무주군,0
2020-10,전북,장수군,0
2020-10,전북,임실군,42
2020-10,전북,순창군,0
2020-10,전북,고창군,0
2020-10,전북,부안군,64
2020-10,전남,계,1,073
2020-10,전남,목포시,312
2020-10,전남,여수시,13
2020-10,전남,순천시,7
2020-10,전남,나주시,440
2020-10,전남,광양시,18
2020-10,전남,담양군,0
2020-10,전남,곡성군,0
2020-10,전남,구례군,1
2020-10,전남,고흥군,10
2020-10,전남,보성군,0
2020-10,전남,화순군,0
2020-10,전남,장흥군,0
2020-10,전남,강진군,56
2020-10,전남,해남군,9
2020-10,전남,영암군,154
2020-10,전남,무안군,53
2020-10,전남,함평군,0
2020-10,전남,영광군,0
2020-10,전남,장성군,0
2020-10,전남,완도군,0
2020-10,전남,진도군,0
2020-10,전남,신안군,0
2020-10,경북,계,2,922
2020-10,경북,포항시,46
2020-10,경북,경주시,669
2020-10,경북,김천시,1,097
2020-10,경북,안동시,53
2020-10,경북,구미시,218
2020-10,경북,영주시,0
2020-10,경북,영천시,260
2020-10,경북,상주시,107
2020-10,경북,문경시,0
2020-10,경북,경산시,282
2020-10,경북,군위군,0
2020-10,경북,의성군,0
2020-10,경북,청송군,0
2020-10,경북,영양군,0
2020-10,경북,영덕군,0
2020-10,경북,청도군,43
2020-10,경북,고령군,0
2020-10,경북,성주군,0
2020-10,경북,칠곡군,3
2020-10,경북,예천군,144
2020-10,경북,봉화군,0
2020-10,경북,울진군,0
2020-10,경북,울릉군,0
2020-10,경남,계,7,042
2020-10,경남,창원시,3,498
2020-10,경남,진주시,236
2020-10,경남,통영시,121
2020-10,경남,사천시,429
2020-10,경남,김해시,366
2020-10,경남,밀양시,661
2020-10,경남,거제시,1,134
2020-10,경남,양산시,568
2020-10,경남,의령군,1
2020-10,경남,함안군,0
2020-10,경남,창녕군,8
2020-10,경남,고성군,0
2020-10,경남,남해군,0
2020-10,경남,하동군,7
2020-10,경남,산청군,9
2020-10,경남,함양군,0
2020-10,경남,거창군,4
2020-10,경남,합천군,0
2020-10,제주,계,1,233
2020-10,제주,제주시,407
2020-10,제주,서귀포시,826
2020-11,서울,계,52
2020-11,서울,종로구,
2020-11,서울,중구,
2020-11,서울,용산구,
2020-11,서울,성동구,0
2020-11,서울,광진구,2
2020-11,서울,동대문구,
2020-11,서울,중랑구,
2020-11,서울,성북구,
2020-11,서울,강북구,
2020-11,서울,도봉구,0
2020-11,서울,노원구,
2020-11,서울,은평구,
2020-11,서울,서대문구,
2020-11,서울,마포구,
2020-11,서울,양천구,0
2020-11,서울,강서구,
2020-11,서울,구로구,
2020-11,서울,금천구,
2020-11,서울,영등포구,
2020-11,서울,동작구,
2020-11,서울,관악구,0
2020-11,서울,서초구,0
2020-11,서울,강남구,
2020-11,서울,송파구,0
2020-11,서울,강동구,50
2020-11,부산,계,1,084
2020-11,부산,중구,0
2020-11,부산,서구,24
2020-11,부산,동구,72
2020-11,부산,영도구,62
2020-11,부산,부산진구,94
2020-11,부산,동래구,32
2020-11,부산,남구,51
2020-11,부산,북구,31
2020-11,부산,해운대구,105
2020-11,부산,사하구,171
2020-11,부산,금정구,108
2020-11,부산,강서구,137
2020-11,부산,연제구,1
2020-11,부산,수영구,7
2020-11,부산,사상구,153
2020-11,부산,기장군,36
2020-11,대구,계,667
2020-11,대구,중구,3
2020-11,대구,동구,233
2020-11,대구,서구,0
2020-11,대구,남구,0
2020-11,대구,북구,32
2020-11,대구,수성구,46
2020-11,대구,달서구,10
2020-11,대구,달성군,343
2020-11,인천,계,691
2020-11,인천,중구,281
2020-11,인천,남동구,18
2020-11,인천,서구,136
2020-11,인천,연수구,0
2020-11,인천,미추홀구,248
2020-11,인천,동구,0
2020-11,인천,부평구,8
2020-11,인천,계양구,0
2020-11,인천,강화군,0
2020-11,인천,옹진군,0
2020-11,광주,계,88
2020-11,광주,동구,57
2020-11,광주,서구,0
2020-11,광주,남구,0
2020-11,광주,북구,31
2020-11,광주,광산구,0
2020-11,대전,계,831
2020-11,대전,동구,37
2020-11,대전,중구,302
2020-11,대전,서구,301
2020-11,대전,유성구,191
2020-11,대전,대덕구,0
2020-11,울산,계,473
2020-11,울산,중구,5
2020-11,울산,남구,47
2020-11,울산,동구,93
2020-11,울산,북구,54
2020-11,울산,울주군,274
2020-11,경기,계,2,440
2020-11,경기,수원시,0
2020-11,경기,성남시,0
2020-11,경기,의정부시,92
2020-11,경기,안양시,3
2020-11,경기,부천시,94
2020-11,경기,광명시,0
2020-11,경기,평택시,334
2020-11,경기,동두천시,0
2020-11,경기,안산시,0
2020-11,경기,고양시,227
2020-11,경기,과천시,0
2020-11,경기,구리시,8
2020-11,경기,남양주시,90
2020-11,경기,오산시,4
2020-11,경기,시흥시,78
2020-11,경기,군포시,0
2020-11,경기,의왕시,0
2020-11,경기,하남시,22
2020-11,경기,용인시,53
2020-11,경기,파주시,7
2020-11,경기,이천시,4
2020-11,경기,안성시,352
2020-11,경기,김포시,16
2020-11,경기,양주시,629
2020-11,경기,여주시,1
2020-11,경기,화성시,106
2020-11,경기,광주시,20
2020-11,경기,연천군,0
2020-11,경기,포천시,17
2020-11,경기,가평군,22
2020-11,경기,양평군,261
2020-11,강원,계,2,648
2020-11,강원,춘천시,200
2020-11,강원,원주시,6
2020-11,강원,강릉시,474
2020-11,강원,동해시,152
2020-11,강원,태백시,0
2020-11,강원,속초시,424
2020-11,강원,삼척시,182
2020-11,강원,홍천군,7
2020-11,강원,횡성군,113
2020-11,강원,영월군,174
2020-11,강원,평창군,239
2020-11,강원,정선군,109
2020-11,강원,철원군,0
2020-11,강원,화천군,0
2020-11,강원,양구군,0
2020-11,강원,인제군,88
